id,question,answer
webq_87,which country does greenland belong to?,Denmark
webq_870,where is ancient phoenician?,"Across Phoenician colonies around the Mediterranean, especially Carthage (modern Tunisia), as well as Cyprus, Sardinia, Sicily, and southern Spain"
webq_870,where is ancient phoenician?,The Levantine coast—roughly modern Lebanon and adjacent coastal Syria and northern Israel/Palestine
webq_878,what is the name of sonia gandhi daughter?,Priyanka Gandhi
webq_878,what is the name of sonia gandhi daughter?,Priyanka Gandhi Vadra
webq_88,what the zip code for seattle washington?,98101
webq_88,what the zip code for seattle washington?,98102
webq_88,what the zip code for seattle washington?,98103
webq_88,what the zip code for seattle washington?,98104
webq_88,what the zip code for seattle washington?,98105
webq_88,what the zip code for seattle washington?,98106
webq_88,what the zip code for seattle washington?,98107
webq_88,what the zip code for seattle washington?,98108
webq_88,what the zip code for seattle washington?,98109
webq_88,what the zip code for seattle washington?,98112
webq_88,what the zip code for seattle washington?,98115
webq_88,what the zip code for seattle washington?,98116
webq_88,what the zip code for seattle washington?,98117
webq_88,what the zip code for seattle washington?,98118
webq_88,what the zip code for seattle washington?,98119
webq_88,what the zip code for seattle washington?,98121
webq_88,what the zip code for seattle washington?,98122
webq_88,what the zip code for seattle washington?,98125
webq_88,what the zip code for seattle washington?,98126
webq_88,what the zip code for seattle washington?,98133
webq_88,what the zip code for seattle washington?,98134
webq_88,what the zip code for seattle washington?,98136
webq_88,what the zip code for seattle washington?,98144
webq_88,what the zip code for seattle washington?,98195
webq_88,what the zip code for seattle washington?,98199
webq_880,where was mary todd lincoln from?,"Lexington, Kentucky"
webq_880,where was mary todd lincoln from?,"Springfield, Illinois"
webq_881,where did charles darwin die?,"Down House, Down, Kent, England"
webq_881,where did charles darwin die?,"Down House, Downe, Kent, England"
webq_881,where did charles darwin die?,"Downe, Kent, England"
webq_882,what movies does nick cannon play in?,Bobby
webq_882,what movies does nick cannon play in?,Chi-Raq
webq_882,what movies does nick cannon play in?,Day of the Dead
webq_882,what movies does nick cannon play in?,Drumline
webq_882,what movies does nick cannon play in?,Garfield: The Movie
webq_882,what movies does nick cannon play in?,Love Don't Cost a Thing
webq_882,what movies does nick cannon play in?,Roll Bounce
webq_882,what movies does nick cannon play in?,The Killing Room
webq_882,what movies does nick cannon play in?,Underclassman
webq_882,what movies does nick cannon play in?,Weapons
webq_890,what country did benito mussolini govern?,Italian Social Republic
webq_890,what country did benito mussolini govern?,Italy
webq_893,what did miles davis died of?,pneumonia
webq_893,what did miles davis died of?,respiratory failure
webq_893,what did miles davis died of?,stroke
webq_894,what is the zip code for azle texas?,76020
webq_894,what is the zip code for azle texas?,76098
webq_9,what else did ben franklin invent?,Franklin stove (Pennsylvania fireplace)
webq_9,what else did ben franklin invent?,bifocals
webq_9,what else did ben franklin invent?,carriage odometer
webq_9,what else did ben franklin invent?,flexible urinary catheter
webq_9,what else did ben franklin invent?,glass armonica
webq_9,what else did ben franklin invent?,lightning rod
webq_9,what else did ben franklin invent?,long arm (book reacher)
webq_9,what else did ben franklin invent?,swim fins
webq_90,what do you call the chinese writing system?,Chinese characters
webq_90,what do you call the chinese writing system?,Han characters
webq_90,what do you call the chinese writing system?,Han script
webq_90,what do you call the chinese writing system?,Hanzi
webq_905,what state is barack obama from?,Hawaii
webq_905,what state is barack obama from?,Illinois
webq_906,what years did joe montana win super bowl?,"1981, 1984, 1988, 1989 (NFL seasons)"
webq_906,what years did joe montana win super bowl?,"1982, 1985, 1989, 1990 (calendar years of the games)"
webq_907,who should the minnesota vikings draft?,Deone Walker
webq_907,who should the minnesota vikings draft?,James Pearce Jr.
webq_907,who should the minnesota vikings draft?,Kelvin Banks Jr.
webq_907,who should the minnesota vikings draft?,Luther Burden III
webq_907,who should the minnesota vikings draft?,Mason Graham
webq_907,who should the minnesota vikings draft?,Will Johnson
webq_912,what year did the golden state warriors win their first nba championship?,1947
webq_912,what year did the golden state warriors win their first nba championship?,1975
webq_913,what currency should i take to turkey?,British pound (GBP)
webq_913,what currency should i take to turkey?,Euro (EUR)
webq_913,what currency should i take to turkey?,Turkish lira (TRY)
webq_913,what currency should i take to turkey?,US dollar (USD)
webq_92,what is the name of the san francisco newspaper?,San Francisco Chronicle
webq_92,what is the name of the san francisco newspaper?,San Francisco Examiner
webq_923,what books are written by suzanne collins?,Catching Fire
webq_923,what books are written by suzanne collins?,Gregor and the Code of Claw
webq_923,what books are written by suzanne collins?,Gregor and the Curse of the Warmbloods
webq_923,what books are written by suzanne collins?,Gregor and the Marks of Secret
webq_923,what books are written by suzanne collins?,Gregor and the Prophecy of Bane
webq_923,what books are written by suzanne collins?,Gregor the Overlander
webq_923,what books are written by suzanne collins?,Mockingjay
webq_923,what books are written by suzanne collins?,The Ballad of Songbirds and Snakes
webq_923,what books are written by suzanne collins?,The Hunger Games
webq_923,what books are written by suzanne collins?,When Charlie McButton Lost Power
webq_923,what books are written by suzanne collins?,Year of the Jungle: Memories from the Home Front
webq_927,what fma stands for?,Filipino Martial Arts
webq_927,what fma stands for?,Financial Management Association
webq_927,what fma stands for?,Financial Markets Authority
webq_927,what fma stands for?,Florida Medical Association
webq_927,what fma stands for?,Foundational Model of Anatomy
webq_928,who plays voldemort?,Christian Coulson
webq_928,who plays voldemort?,Frank Dillane
webq_928,who plays voldemort?,Hero Fiennes Tiffin
webq_928,who plays voldemort?,Ralph Fiennes
webq_928,who plays voldemort?,Richard Bremmer
webq_929,what colleges did harper lee attend?,Huntingdon College
webq_929,what colleges did harper lee attend?,University of Alabama
webq_929,what colleges did harper lee attend?,University of Oxford
webq_934,what political party did andrew johnson belong to?,Democratic Party
webq_934,what political party did andrew johnson belong to?,National Union
webq_935,where did joseph's family live?,Canaan
webq_935,where did joseph's family live?,Nazareth (Galilee)
webq_935,where did joseph's family live?,the land of Goshen in Egypt
webq_937,where were greek temples built?,"Along coasts and near harbors across the Greek world (mainland Greece, islands, Asia Minor, Magna Graecia)"
webq_937,where were greek temples built?,"At major sanctuaries such as Delphi, Olympia, and Delos"
webq_937,where were greek temples built?,On acropolises and other hilltops overlooking cities
webq_937,where were greek temples built?,Within sacred precincts (temene) in both urban and rural settings
webq_938,where are people who speak arabic from?,the Arab world
webq_938,where are people who speak arabic from?,the Arabian Peninsula
webq_938,where are people who speak arabic from?,the Middle East and North Africa
webq_940,what type of art did pablo picasso paint?,Blue Period
webq_940,what type of art did pablo picasso paint?,Cubism
webq_940,what type of art did pablo picasso paint?,Neoclassicism
webq_940,what type of art did pablo picasso paint?,Rose Period
webq_940,what type of art did pablo picasso paint?,Surrealism
webq_943,who is anne hathaway parents?,Kate McCauley Hathaway and Gerald Hathaway
webq_943,who is anne hathaway parents?,Richard Hathaway (father) and a mother whose name is uncertain (often cited as Joan)
webq_959,what are some famous people from el salvador?,Consuelo de Saint-Exupéry
webq_959,what are some famous people from el salvador?,Fernando Llort
webq_959,what are some famous people from el salvador?,"Jorge ""Mágico"" González"
webq_959,what are some famous people from el salvador?,José Arturo Castellanos
webq_959,what are some famous people from el salvador?,José Napoleón Duarte
webq_959,what are some famous people from el salvador?,Marcelo Arévalo
webq_959,what are some famous people from el salvador?,Nayib Bukele
webq_959,what are some famous people from el salvador?,Roque Dalton
webq_959,what are some famous people from el salvador?,Álvaro Torres
webq_959,what are some famous people from el salvador?,Óscar Romero
webq_964,who is the miami dolphins quarterback?,Mike White
webq_964,who is the miami dolphins quarterback?,Skylar Thompson
webq_965,where did the yoruba originated from?,Ile-Ife in southwestern Nigeria (cultural/mythic cradle)
webq_965,where did the yoruba originated from?,Volta-Niger region of West Africa (present-day southwestern Nigeria and southeastern Benin)
webq_968,what did hitler use to kill himself?,both cyanide capsule and pistol
webq_968,what did hitler use to kill himself?,cyanide capsule
webq_968,what did hitler use to kill himself?,pistol
webq_973,what team did jackie robinson?,Brooklyn Dodgers
webq_973,what team did jackie robinson?,Kansas City Monarchs
